#NSGA2
popsize 50
maxGen 100
numVar 2
numObj 2
numCons 2
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 100
currentGen	1
evaluateCount	50
totalTime	0.0187342
firstFrontCount	2
frontCount	49
avgEvalTime	6.47282e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.795433	0.532018	0.795433	0.532018	0	0	
0.503371	0.828196	0.503371	0.828196	0	0	
0.462321	0.935972	0.462321	0.935972	0	0	
1.0496	0.117611	1.0496	0.117611	0	0	
0.151758	1.0305	0.151758	1.0305	0	0	
0.179989	0.967755	0.179989	0.967755	0	0	
0.488284	0.880857	0.488284	0.880857	0	0	
0.946286	0.197729	0.946286	0.197729	0	0	
0.941729	0.478883	0.941729	0.478883	0	0	
0.795568	0.557533	0.795568	0.557533	0	0	
0.769297	0.718737	0.769297	0.718737	0	0	
1.03153	0.169911	1.03153	0.169911	0	0	
0.561338	0.816581	0.561338	0.816581	0	0	
0.612727	0.79625	0.612727	0.79625	0	0	
0.512765	0.863963	0.512765	0.863963	0	0	
0.677874	0.782764	0.677874	0.782764	0	0	
0.764775	0.738821	0.764775	0.738821	0	0	
0.904412	0.482049	0.904412	0.482049	0	0	
0.817651	0.549872	0.817651	0.549872	0	0	
0.884285	0.507219	0.884285	0.507219	0	0	
0.835664	0.516475	0.835664	0.516475	0	0	
0.726071	0.763959	0.726071	0.763959	0	0	
0.697145	0.78221	0.697145	0.78221	0	0	
0.857036	0.513707	0.857036	0.513707	0	0	



#Generation 27 / 100
currentGen	27
evaluateCount	1350
totalTime	1.71721
firstFrontCount	29
frontCount	2
avgEvalTime	1.16905e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.792688	0.535599	0.792688	0.535599	0	0	
0.473935	0.876086	0.473935	0.876086	0	0	
0.940174	0.190639	0.940174	0.190639	0	0	
0.158131	0.952323	0.158131	0.952323	0	0	
0.611828	0.780375	0.611828	0.780375	0	0	
0.610624	0.80309	0.610624	0.80309	0	0	
0.544656	0.815163	0.544656	0.815163	0	0	
0.481259	0.862405	0.481259	0.862405	0	0	
0.9627	0.134995	0.9627	0.134995	0	0	
1.03349	0.102815	1.03349	0.102815	0	0	
0.764471	0.711812	0.764471	0.711812	0	0	
1.00638	0.108593	1.00638	0.108593	0	0	
0.940022	0.447324	0.940022	0.447324	0	0	
0.0911979	1.04315	0.0911979	1.04315	0	0	
0.854844	0.503562	0.854844	0.503562	0	0	
0.953788	0.145592	0.953788	0.145592	0	0	
1.03746	0.0670927	1.03746	0.0670927	0	0	
0.818616	0.5125	0.818616	0.5125	0	0	
0.781663	0.613588	0.781663	0.613588	0	0	
0.767422	0.706847	0.767422	0.706847	0	0	
0.755433	0.727753	0.755433	0.727753	0	0	
0.871327	0.481033	0.871327	0.481033	0	0	
0.795433	0.532018	0.795433	0.532018	0	0	
0.503371	0.828196	0.503371	0.828196	0	0	
0.462321	0.935972	0.462321	0.935972	0	0	
1.0496	0.117611	1.0496	0.117611	0	0	
0.151758	1.0305	0.151758	1.0305	0	0	
0.179989	0.967755	0.179989	0.967755	0	0	
0.488284	0.880857	0.488284	0.880857	0	0	
0.946286	0.197729	0.946286	0.197729	0	0	
0.941729	0.478883	0.941729	0.478883	0	0	
0.795568	0.557533	0.795568	0.557533	0	0	
0.769297	0.718737	0.769297	0.718737	0	0	
1.03153	0.169911	1.03153	0.169911	0	0	
0.561338	0.816581	0.561338	0.816581	0	0	
0.612727	0.79625	0.612727	0.79625	0	0	
0.512765	0.863963	0.512765	0.863963	0	0	
0.677874	0.782764	0.677874	0.782764	0	0	
0.764775	0.738821	0.764775	0.738821	0	0	
0.904412	0.482049	0.904412	0.482049	0	0	
0.817651	0.549872	0.817651	0.549872	0	0	
0.884285	0.507219	0.884285	0.507219	0	0	
0.835664	0.516475	0.835664	0.516475	0	0	
0.726071	0.763959	0.726071	0.763959	0	0	
0.697145	0.78221	0.697145	0.78221	0	0	
0.857036	0.513707	0.857036	0.513707	0	0	



#Generation 28 / 100
currentGen	28
evaluateCount	1400
totalTime	1.74482
firstFrontCount	29
frontCount	2
avgEvalTime	1.19666e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.792688	0.535599	0.792688	0.535599	0	0	
0.473935	0.876086	0.473935	0.876086	0	0	
0.940174	0.190639	0.940174	0.190639	0	0	
0.158131	0.952323	0.158131	0.952323	0	0	
0.611828	0.780375	0.611828	0.780375	0	0	
0.610624	0.80309	0.610624	0.80309	0	0	
0.544656	0.815163	0.544656	0.815163	0	0	
0.481259	0.862405	0.481259	0.862405	0	0	
0.9627	0.134995	0.9627	0.134995	0	0	
1.03349	0.102815	1.03349	0.102815	0	0	
0.764471	0.711812	0.764471	0.711812	0	0	
1.00638	0.108593	1.00638	0.108593	0	0	
0.940022	0.447324	0.940022	0.447324	0	0	
0.0911979	1.04315	0.0911979	1.04315	0	0	
0.854844	0.503562	0.854844	0.503562	0	0	
0.953788	0.145592	0.953788	0.145592	0	0	
1.03746	0.0670927	1.03746	0.0670927	0	0	
0.818616	0.5125	0.818616	0.5125	0	0	
0.781663	0.613588	0.781663	0.613588	0	0	
0.767422	0.706847	0.767422	0.706847	0	0	
0.755433	0.727753	0.755433	0.727753	0	0	
0.871327	0.481033	0.871327	0.481033	0	0	
0.795433	0.532018	0.795433	0.532018	0	0	
0.503371	0.828196	0.503371	0.828196	0	0	
0.462321	0.935972	0.462321	0.935972	0	0	
0.151758	1.0305	0.151758	1.0305	0	0	
1.0496	0.117611	1.0496	0.117611	0	0	
0.179989	0.967755	0.179989	0.967755	0	0	
0.488284	0.880857	0.488284	0.880857	0	0	
0.946286	0.197729	0.946286	0.197729	0	0	
0.941729	0.478883	0.941729	0.478883	0	0	
0.795568	0.557533	0.795568	0.557533	0	0	
0.769297	0.718737	0.769297	0.718737	0	0	
1.03153	0.169911	1.03153	0.169911	0	0	
0.561338	0.816581	0.561338	0.816581	0	0	
0.512765	0.863963	0.512765	0.863963	0	0	
0.726071	0.763959	0.726071	0.763959	0	0	
0.612727	0.79625	0.612727	0.79625	0	0	
0.764775	0.738821	0.764775	0.738821	0	0	
0.904412	0.482049	0.904412	0.482049	0	0	
0.884285	0.507219	0.884285	0.507219	0	0	
0.633285	0.787428	0.633285	0.787428	0	0	
0.677874	0.782764	0.677874	0.782764	0	0	
0.697145	0.78221	0.697145	0.78221	0	0	
0.835664	0.516475	0.835664	0.516475	0	0	
0.857036	0.513707	0.857036	0.513707	0	0	



#Generation 29 / 100
currentGen	29
evaluateCount	1450
totalTime	1.77244
firstFrontCount	29
frontCount	2
avgEvalTime	1.13261e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.792688	0.535599	0.792688	0.535599	0	0	
0.473935	0.876086	0.473935	0.876086	0	0	
0.940174	0.190639	0.940174	0.190639	0	0	
0.158131	0.952323	0.158131	0.952323	0	0	
0.611828	0.780375	0.611828	0.780375	0	0	
0.610624	0.80309	0.610624	0.80309	0	0	
0.544656	0.815163	0.544656	0.815163	0	0	
0.481259	0.862405	0.481259	0.862405	0	0	
0.9627	0.134995	0.9627	0.134995	0	0	
1.03349	0.102815	1.03349	0.102815	0	0	
0.764471	0.711812	0.764471	0.711812	0	0	
1.00638	0.108593	1.00638	0.108593	0	0	
0.940022	0.447324	0.940022	0.447324	0	0	
0.0911979	1.04315	0.0911979	1.04315	0	0	
0.854844	0.503562	0.854844	0.503562	0	0	
0.953788	0.145592	0.953788	0.145592	0	0	
1.03746	0.0670927	1.03746	0.0670927	0	0	
0.818616	0.5125	0.818616	0.5125	0	0	
0.781663	0.613588	0.781663	0.613588	0	0	
0.767422	0.706847	0.767422	0.706847	0	0	
0.755433	0.727753	0.755433	0.727753	0	0	
0.871327	0.481033	0.871327	0.481033	0	0	
0.795433	0.532018	0.795433	0.532018	0	0	
0.503371	0.828196	0.503371	0.828196	0	0	
0.462321	0.935972	0.462321	0.935972	0	0	
1.0496	0.117611	1.0496	0.117611	0	0	
0.151758	1.0305	0.151758	1.0305	0	0	
0.179989	0.967755	0.179989	0.967755	0	0	
0.485321	0.881507	0.485321	0.881507	0	0	
0.946286	0.197729	0.946286	0.197729	0	0	
0.941729	0.478883	0.941729	0.478883	0	0	
0.795568	0.557533	0.795568	0.557533	0	0	
0.769297	0.718737	0.769297	0.718737	0	0	
1.03153	0.169911	1.03153	0.169911	0	0	
0.561338	0.816581	0.561338	0.816581	0	0	
0.512765	0.863963	0.512765	0.863963	0	0	
0.726071	0.763959	0.726071	0.763959	0	0	
0.835664	0.516475	0.835664	0.516475	0	0	
0.612727	0.79625	0.612727	0.79625	0	0	
0.764775	0.738821	0.764775	0.738821	0	0	
0.904412	0.482049	0.904412	0.482049	0	0	
0.884285	0.507219	0.884285	0.507219	0	0	
0.633285	0.787428	0.633285	0.787428	0	0	
0.677874	0.782764	0.677874	0.782764	0	0	
0.697145	0.78221	0.697145	0.78221	0	0	
0.857036	0.513707	0.857036	0.513707	0	0	



#Generation 30 / 100
currentGen	30
evaluateCount	1500
totalTime	1.80047
firstFrontCount	29
frontCount	2
avgEvalTime	1.14275e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.792688	0.535599	0.792688	0.535599	0	0	
0.473935	0.876086	0.473935	0.876086	0	0	
0.940174	0.190639	0.940174	0.190639	0	0	
0.158131	0.952323	0.158131	0.952323	0	0	
0.611828	0.780375	0.611828	0.780375	0	0	
0.610624	0.80309	0.610624	0.80309	0	0	
0.544656	0.815163	0.544656	0.815163	0	0	
0.481259	0.862405	0.481259	0.862405	0	0	
0.9627	0.134995	0.9627	0.134995	0	0	
1.03349	0.102815	1.03349	0.102815	0	0	
0.764471	0.711812	0.764471	0.711812	0	0	
1.00638	0.108593	1.00638	0.108593	0	0	
0.940022	0.447324	0.940022	0.447324	0	0	
0.0911979	1.04315	0.0911979	1.04315	0	0	
0.854844	0.503562	0.854844	0.503562	0	0	
0.953788	0.145592	0.953788	0.145592	0	0	
1.03746	0.0670927	1.03746	0.0670927	0	0	
0.818616	0.5125	0.818616	0.5125	0	0	
0.781663	0.613588	0.781663	0.613588	0	0	
0.767422	0.706847	0.767422	0.706847	0	0	
0.755433	0.727753	0.755433	0.727753	0	0	
0.871327	0.481033	0.871327	0.481033	0	0	
0.795433	0.532018	0.795433	0.532018	0	0	
0.503371	0.828196	0.503371	0.828196	0	0	
0.462321	0.935972	0.462321	0.935972	0	0	
1.0496	0.117611	1.0496	0.117611	0	0	
0.151758	1.0305	0.151758	1.0305	0	0	
0.179989	0.967755	0.179989	0.967755	0	0	
0.485321	0.881507	0.485321	0.881507	0	0	
0.946286	0.197729	0.946286	0.197729	0	0	
0.941729	0.478883	0.941729	0.478883	0	0	
0.795568	0.557533	0.795568	0.557533	0	0	
0.769297	0.718737	0.769297	0.718737	0	0	
1.03153	0.169911	1.03153	0.169911	0	0	
0.561338	0.816581	0.561338	0.816581	0	0	
0.512765	0.863963	0.512765	0.863963	0	0	
0.726071	0.763959	0.726071	0.763959	0	0	
0.835664	0.516475	0.835664	0.516475	0	0	
0.612727	0.79625	0.612727	0.79625	0	0	
0.764775	0.738821	0.764775	0.738821	0	0	
0.904412	0.482049	0.904412	0.482049	0	0	
0.884285	0.507219	0.884285	0.507219	0	0	
0.633285	0.787428	0.633285	0.787428	0	0	
0.677874	0.782764	0.677874	0.782764	0	0	
0.697145	0.78221	0.697145	0.78221	0	0	
0.857036	0.513707	0.857036	0.513707	0	0	



#Generation 31 / 100
currentGen	31
evaluateCount	1550
totalTime	1.90101
firstFrontCount	29
frontCount	3
avgEvalTime	1.21662e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.792688	0.535599	0.792688	0.535599	0	0	
0.473935	0.876086	0.473935	0.876086	0	0	
0.940174	0.190639	0.940174	0.190639	0	0	
0.158131	0.952323	0.158131	0.952323	0	0	
0.611828	0.780375	0.611828	0.780375	0	0	
0.610624	0.80309	0.610624	0.80309	0	0	
0.544656	0.815163	0.544656	0.815163	0	0	
0.481259	0.862405	0.481259	0.862405	0	0	
0.9627	0.134995	0.9627	0.134995	0	0	
1.03349	0.102815	1.03349	0.102815	0	0	
0.764471	0.711812	0.764471	0.711812	0	0	
1.00638	0.108593	1.00638	0.108593	0	0	
0.940022	0.447324	0.940022	0.447324	0	0	
0.0911979	1.04315	0.0911979	1.04315	0	0	
0.953788	0.145592	0.953788	0.145592	0	0	
1.03746	0.0670927	1.03746	0.0670927	0	0	
0.818616	0.5125	0.818616	0.5125	0	0	
0.781663	0.613588	0.781663	0.613588	0	0	
0.767422	0.706847	0.767422	0.706847	0	0	
0.755433	0.727753	0.755433	0.727753	0	0	
0.871327	0.481033	0.871327	0.481033	0	0	
0.795433	0.532018	0.795433	0.532018	0	0	
0.503371	0.828196	0.503371	0.828196	0	0	
0.462321	0.935972	0.462321	0.935972	0	0	
0.8529	0.489439	0.8529	0.489439	0	0	
0.854844	0.503562	0.854844	0.503562	0	0	
1.0496	0.117611	1.0496	0.117611	0	0	
0.151758	1.0305	0.151758	1.0305	0	0	
0.179989	0.967755	0.179989	0.967755	0	0	
0.485321	0.881507	0.485321	0.881507	0	0	
0.946286	0.197729	0.946286	0.197729	0	0	
0.941729	0.478883	0.941729	0.478883	0	0	
0.795568	0.557533	0.795568	0.557533	0	0	
0.769297	0.718737	0.769297	0.718737	0	0	
1.03153	0.169911	1.03153	0.169911	0	0	
0.561338	0.816581	0.561338	0.816581	0	0	
0.512765	0.863963	0.512765	0.863963	0	0	
0.726071	0.763959	0.726071	0.763959	0	0	
0.835664	0.516475	0.835664	0.516475	0	0	
0.612727	0.79625	0.612727	0.79625	0	0	
0.764775	0.738821	0.764775	0.738821	0	0	
0.904412	0.482049	0.904412	0.482049	0	0	
0.633285	0.787428	0.633285	0.787428	0	0	
0.677874	0.782764	0.677874	0.782764	0	0	
0.697145	0.78221	0.697145	0.78221	0	0	
1.05398	0.138621	1.05398	0.138621	0	0	



#Generation 32 / 100
currentGen	32
evaluateCount	1600
totalTime	1.93005
firstFrontCount	30
frontCount	2
avgEvalTime	1.17071e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.792688	0.535599	0.792688	0.535599	0	0	
0.473935	0.876086	0.473935	0.876086	0	0	
0.940174	0.190639	0.940174	0.190639	0	0	
0.158131	0.952323	0.158131	0.952323	0	0	
0.611828	0.780375	0.611828	0.780375	0	0	
0.610624	0.80309	0.610624	0.80309	0	0	
0.544656	0.815163	0.544656	0.815163	0	0	
0.481259	0.862405	0.481259	0.862405	0	0	
0.9627	0.134995	0.9627	0.134995	0	0	
1.03349	0.102815	1.03349	0.102815	0	0	
0.764471	0.711812	0.764471	0.711812	0	0	
1.00638	0.108593	1.00638	0.108593	0	0	
0.940022	0.447324	0.940022	0.447324	0	0	
0.0911979	1.04315	0.0911979	1.04315	0	0	
0.953788	0.145592	0.953788	0.145592	0	0	
1.03746	0.0670927	1.03746	0.0670927	0	0	
0.818616	0.5125	0.818616	0.5125	0	0	
0.781663	0.613588	0.781663	0.613588	0	0	
0.767422	0.706847	0.767422	0.706847	0	0	
0.755433	0.727753	0.755433	0.727753	0	0	
0.871327	0.481033	0.871327	0.481033	0	0	
0.795433	0.532018	0.795433	0.532018	0	0	
0.503371	0.828196	0.503371	0.828196	0	0	
0.462321	0.935972	0.462321	0.935972	0	0	
0.8529	0.489439	0.8529	0.489439	0	0	
0.835916	0.51237	0.835916	0.51237	0	0	
0.151758	1.0305	0.151758	1.0305	0	0	
1.0496	0.117611	1.0496	0.117611	0	0	
0.179989	0.967755	0.179989	0.967755	0	0	
0.485321	0.881507	0.485321	0.881507	0	0	
0.946286	0.197729	0.946286	0.197729	0	0	
0.941729	0.478883	0.941729	0.478883	0	0	
0.795568	0.557533	0.795568	0.557533	0	0	
0.767492	0.712076	0.767492	0.712076	0	0	
1.03153	0.169911	1.03153	0.169911	0	0	
0.561338	0.816581	0.561338	0.816581	0	0	
0.512765	0.863963	0.512765	0.863963	0	0	
0.835664	0.516475	0.835664	0.516475	0	0	
0.904412	0.482049	0.904412	0.482049	0	0	
0.726071	0.763959	0.726071	0.763959	0	0	
0.854844	0.503562	0.854844	0.503562	0	0	
0.612727	0.79625	0.612727	0.79625	0	0	
0.764775	0.738821	0.764775	0.738821	0	0	
0.633285	0.787428	0.633285	0.787428	0	0	
0.677874	0.782764	0.677874	0.782764	0	0	
0.697145	0.78221	0.697145	0.78221	0	0	



#Generation 33 / 100
currentGen	33
evaluateCount	1650
totalTime	1.95862
firstFrontCount	30
frontCount	2
avgEvalTime	1.13373e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.792688	0.535599	0.792688	0.535599	0	0	
0.473935	0.876086	0.473935	0.876086	0	0	
0.940174	0.190639	0.940174	0.190639	0	0	
0.158131	0.952323	0.158131	0.952323	0	0	
0.611828	0.780375	0.611828	0.780375	0	0	
0.610624	0.80309	0.610624	0.80309	0	0	
0.544656	0.815163	0.544656	0.815163	0	0	
0.481259	0.862405	0.481259	0.862405	0	0	
0.9627	0.134995	0.9627	0.134995	0	0	
1.03349	0.102815	1.03349	0.102815	0	0	
0.764471	0.711812	0.764471	0.711812	0	0	
1.00638	0.108593	1.00638	0.108593	0	0	
0.940022	0.447324	0.940022	0.447324	0	0	
0.0911979	1.04315	0.0911979	1.04315	0	0	
0.953788	0.145592	0.953788	0.145592	0	0	
1.03746	0.0670927	1.03746	0.0670927	0	0	
0.818616	0.5125	0.818616	0.5125	0	0	
0.781663	0.613588	0.781663	0.613588	0	0	
0.767422	0.706847	0.767422	0.706847	0	0	
0.755433	0.727753	0.755433	0.727753	0	0	
0.871327	0.481033	0.871327	0.481033	0	0	
0.795433	0.532018	0.795433	0.532018	0	0	
0.503371	0.828196	0.503371	0.828196	0	0	
0.462321	0.935972	0.462321	0.935972	0	0	
0.8529	0.489439	0.8529	0.489439	0	0	
0.835916	0.51237	0.835916	0.51237	0	0	
0.151758	1.0305	0.151758	1.0305	0	0	
1.0496	0.117611	1.0496	0.117611	0	0	
0.179989	0.967755	0.179989	0.967755	0	0	
0.485321	0.881507	0.485321	0.881507	0	0	
0.946286	0.197729	0.946286	0.197729	0	0	
0.941729	0.478883	0.941729	0.478883	0	0	
0.795568	0.557533	0.795568	0.557533	0	0	
0.767492	0.712076	0.767492	0.712076	0	0	
1.03153	0.169911	1.03153	0.169911	0	0	
0.561338	0.816581	0.561338	0.816581	0	0	
0.512765	0.863963	0.512765	0.863963	0	0	
0.835664	0.516475	0.835664	0.516475	0	0	
0.904412	0.482049	0.904412	0.482049	0	0	
0.726071	0.763959	0.726071	0.763959	0	0	
0.854844	0.503562	0.854844	0.503562	0	0	
0.612727	0.79625	0.612727	0.79625	0	0	
0.764775	0.738821	0.764775	0.738821	0	0	
0.633285	0.787428	0.633285	0.787428	0	0	
0.677874	0.782764	0.677874	0.782764	0	0	
0.697145	0.78221	0.697145	0.78221	0	0	



#Generation 34 / 100
currentGen	34
evaluateCount	1700
totalTime	1.98679
firstFrontCount	31
frontCount	2
avgEvalTime	1.12916e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.792688	0.535599	0.792688	0.535599	0	0	
0.473935	0.876086	0.473935	0.876086	0	0	
0.940174	0.190639	0.940174	0.190639	0	0	
0.158131	0.952323	0.158131	0.952323	0	0	
0.611828	0.780375	0.611828	0.780375	0	0	
0.610624	0.80309	0.610624	0.80309	0	0	
0.544656	0.815163	0.544656	0.815163	0	0	
0.481259	0.862405	0.481259	0.862405	0	0	
0.9627	0.134995	0.9627	0.134995	0	0	
1.03349	0.102815	1.03349	0.102815	0	0	
0.764471	0.711812	0.764471	0.711812	0	0	
1.00638	0.108593	1.00638	0.108593	0	0	
0.940022	0.447324	0.940022	0.447324	0	0	
0.0911979	1.04315	0.0911979	1.04315	0	0	
0.953788	0.145592	0.953788	0.145592	0	0	
1.03746	0.0670927	1.03746	0.0670927	0	0	
0.818616	0.5125	0.818616	0.5125	0	0	
0.781663	0.613588	0.781663	0.613588	0	0	
0.767422	0.706847	0.767422	0.706847	0	0	
0.755433	0.727753	0.755433	0.727753	0	0	
0.871327	0.481033	0.871327	0.481033	0	0	
0.795433	0.532018	0.795433	0.532018	0	0	
0.503371	0.828196	0.503371	0.828196	0	0	
0.462321	0.935972	0.462321	0.935972	0	0	
0.8529	0.489439	0.8529	0.489439	0	0	
0.835916	0.51237	0.835916	0.51237	0	0	
0.958452	0.138774	0.958452	0.138774	0	0	
1.0496	0.117611	1.0496	0.117611	0	0	
0.151758	1.0305	0.151758	1.0305	0	0	
0.179989	0.967755	0.179989	0.967755	0	0	
0.485321	0.881507	0.485321	0.881507	0	0	
0.946286	0.197729	0.946286	0.197729	0	0	
0.941729	0.478883	0.941729	0.478883	0	0	
0.795568	0.557533	0.795568	0.557533	0	0	
0.767492	0.712076	0.767492	0.712076	0	0	
1.03153	0.169911	1.03153	0.169911	0	0	
0.561338	0.816581	0.561338	0.816581	0	0	
0.512765	0.863963	0.512765	0.863963	0	0	
0.835664	0.516475	0.835664	0.516475	0	0	
0.904412	0.482049	0.904412	0.482049	0	0	
0.726071	0.763959	0.726071	0.763959	0	0	
0.854844	0.503562	0.854844	0.503562	0	0	
0.612727	0.79625	0.612727	0.79625	0	0	
0.764775	0.738821	0.764775	0.738821	0	0	
0.633285	0.787428	0.633285	0.787428	0	0	
0.677874	0.782764	0.677874	0.782764	0	0	



#Generation 35 / 100
currentGen	35
evaluateCount	1750
totalTime	2.01545
firstFrontCount	33
frontCount	2
avgEvalTime	1.12813e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.792688	0.535599	0.792688	0.535599	0	0	
0.473935	0.876086	0.473935	0.876086	0	0	
0.940174	0.190639	0.940174	0.190639	0	0	
0.158131	0.952323	0.158131	0.952323	0	0	
0.611828	0.780375	0.611828	0.780375	0	0	
0.610624	0.80309	0.610624	0.80309	0	0	
0.544656	0.815163	0.544656	0.815163	0	0	
0.481259	0.862405	0.481259	0.862405	0	0	
0.9627	0.134995	0.9627	0.134995	0	0	
1.03349	0.102815	1.03349	0.102815	0	0	
0.764471	0.711812	0.764471	0.711812	0	0	
1.00638	0.108593	1.00638	0.108593	0	0	
0.940022	0.447324	0.940022	0.447324	0	0	
0.0911979	1.04315	0.0911979	1.04315	0	0	
0.953788	0.145592	0.953788	0.145592	0	0	
1.03746	0.0670927	1.03746	0.0670927	0	0	
0.818616	0.5125	0.818616	0.5125	0	0	
0.781663	0.613588	0.781663	0.613588	0	0	
0.767422	0.706847	0.767422	0.706847	0	0	
0.755433	0.727753	0.755433	0.727753	0	0	
0.871327	0.481033	0.871327	0.481033	0	0	
0.795433	0.532018	0.795433	0.532018	0	0	
0.503371	0.828196	0.503371	0.828196	0	0	
0.462321	0.935972	0.462321	0.935972	0	0	
0.8529	0.489439	0.8529	0.489439	0	0	
0.835916	0.51237	0.835916	0.51237	0	0	
0.958452	0.138774	0.958452	0.138774	0	0	
0.153486	0.959376	0.153486	0.959376	0	0	
0.630228	0.778993	0.630228	0.778993	0	0	
0.151758	1.0305	0.151758	1.0305	0	0	
1.0496	0.117611	1.0496	0.117611	0	0	
0.179989	0.967755	0.179989	0.967755	0	0	
0.485321	0.881507	0.485321	0.881507	0	0	
0.946286	0.197729	0.946286	0.197729	0	0	
0.941729	0.478883	0.941729	0.478883	0	0	
0.795568	0.557533	0.795568	0.557533	0	0	
1.03153	0.169911	1.03153	0.169911	0	0	
0.785522	0.682557	0.785522	0.682557	0	0	
0.561338	0.816581	0.561338	0.816581	0	0	
0.512765	0.863963	0.512765	0.863963	0	0	
0.726071	0.763959	0.726071	0.763959	0	0	
0.677874	0.782764	0.677874	0.782764	0	0	
0.835664	0.516475	0.835664	0.516475	0	0	
0.904412	0.482049	0.904412	0.482049	0	0	
0.854844	0.503562	0.854844	0.503562	0	0	
0.612727	0.79625	0.612727	0.79625	0	0	



#Generation 36 / 100
currentGen	36
evaluateCount	1800
totalTime	2.11237
firstFrontCount	33
frontCount	2
avgEvalTime	1.29881e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.792688	0.535599	0.792688	0.535599	0	0	
0.473935	0.876086	0.473935	0.876086	0	0	
0.940174	0.190639	0.940174	0.190639	0	0	
0.158131	0.952323	0.158131	0.952323	0	0	
0.611828	0.780375	0.611828	0.780375	0	0	
0.610624	0.80309	0.610624	0.80309	0	0	
0.544656	0.815163	0.544656	0.815163	0	0	
0.481259	0.862405	0.481259	0.862405	0	0	
0.9627	0.134995	0.9627	0.134995	0	0	
1.03349	0.102815	1.03349	0.102815	0	0	
0.764471	0.711812	0.764471	0.711812	0	0	
1.00638	0.108593	1.00638	0.108593	0	0	
0.940022	0.447324	0.940022	0.447324	0	0	
0.0911979	1.04315	0.0911979	1.04315	0	0	
0.953788	0.145592	0.953788	0.145592	0	0	
1.03746	0.0670927	1.03746	0.0670927	0	0	
0.818616	0.5125	0.818616	0.5125	0	0	
0.781663	0.613588	0.781663	0.613588	0	0	
0.767422	0.706847	0.767422	0.706847	0	0	
0.755433	0.727753	0.755433	0.727753	0	0	
0.871327	0.481033	0.871327	0.481033	0	0	
0.795433	0.532018	0.795433	0.532018	0	0	
0.503371	0.828196	0.503371	0.828196	0	0	
0.462321	0.935972	0.462321	0.935972	0	0	
0.8529	0.489439	0.8529	0.489439	0	0	
0.835916	0.51237	0.835916	0.51237	0	0	
0.958452	0.138774	0.958452	0.138774	0	0	
0.153486	0.959376	0.153486	0.959376	0	0	
0.630228	0.778993	0.630228	0.778993	0	0	
